business_id,name,latitude,longitude,city,MSA_NAME,MSA_GEOID,HasTV,NoiseLevel,WiFi,GoodForKids,HappyHour,OutdoorSeating,RestaurantsPriceRange2,Smoking,GoodForDancing,ambience_casual,ambience_classy,ambience_divey,ambience_hipster,ambience_intimate,ambience_romantic,ambience_touristy,ambience_trendy,ambience_upscale,music_karaoke,music_live,bestnights_monday,bestnights_tuesday,bestnights_wednesday,bestnights_thursday,bestnights_friday,bestnights_saturday,bestnights_sunday
VEe-_Yc1fbEtUjkACEjLpA,District American Kitchen and Wine Bar,33.4517463,-112.0702494,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,False,True,True,2,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False
dd88S7tQtZeDce61KqcVyA,Bloomfield Bridge Tavern,40.463252,-79.9525956,Pittsburgh,"Pittsburgh, PA",38300,True,loud,no,False,True,True,1,outdoor,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
OrvAfw0eq5YSHZJIFmQuIw,Offbeat and Unique Vape Shop & Lounge,33.3346273,-111.784446,Gilbert,"Phoenix-Mesa-Scottsdale, AZ",38060,False,average,free,NULL,False,NULL,2,NULL,NULL,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PuH3yrAjl8OhMdIL792eEA,Counter Intuitive,33.4992384392,-111.927467893,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,False,average,no,False,True,False,2,no,False,True,False,False,True,False,False,False,True,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
xGXtoeQAggLP9646N4Iwnw,Vasta Lounge,40.3942793,-80.0350803,Pittsburgh,"Pittsburgh, PA",38300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mw6g4_dXp-FISBujPUuDLw,Fusion Mixology Bar,36.1239675,-115.167916,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,very_loud,free,NULL,True,False,2,yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Ii0XDCvK3Szip_OswfDrpQ,Jersey's Tavern,33.3196334,-111.94341,Chandler,"Phoenix-Mesa-Scottsdale, AZ",38060,True,loud,free,False,True,True,2,outdoor,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
8tSoBxQ8KzMWvCw7a8KBCg,Philippine Gardens Karaoke Restaurant and Lounge,36.1267513,-115.1977733,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,True,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1Z4_zSITNVQ_Bt027R0S1g,Robbie Fox's Public House,33.4241412,-111.9400737,Tempe,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,False,True,True,2,outdoor,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
pLPV7vybH3FMnT-Um7IQhQ,Flight,35.228006,-80.8390014,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,loud,NULL,False,False,True,2,outdoor,True,True,False,False,False,False,False,False,False,False,False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL
VuYF1vGKLjEFaQfL4Ypwqg,Gallo Blanco,33.4560378,-112.0608297,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,no,True,NULL,True,2,NULL,NULL,True,False,False,True,False,False,False,True,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
wOw-YvucvqNHDhwltGsNpQ,Mariscos  Bahia De Guaymas,33.4079056,-112.0474756,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,NULL,NULL,free,True,NULL,NULL,2,NULL,NULL,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
cVPUJEJqjSR1oHjl2JPHqg,Red Rock Saloon,43.074154,-89.391323,Madison,"Madison, WI",31540,True,very_loud,free,False,True,True,2,no,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1O0JT3O8TCULYhu-AIziwg,Cold Beers & Cheeseburgers,33.2667706,-111.7220739,Gilbert,"Phoenix-Mesa-Scottsdale, AZ",38060,True,loud,free,True,True,True,2,NULL,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
STYsr0Nheoc4uXz9OeNjog,Devil's Martini North,33.5849204,-111.9255981,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,NULL,NULL,NULL,NULL,True,True,2,outdoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,False,False,False,True,True,True,False
uKfOtfZ5R1JGm5sybZmi2w,Louisianne's,43.095616,-89.511021,Middleton,"Madison, WI",31540,False,average,no,False,False,False,3,NULL,False,False,False,False,False,False,True,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aoPNxrEMG7aFzEuRjMy5Vg,Eighty-Eight Broadway,40.1112551,-88.2071686,Urbana,"Champaign-Urbana, IL",16580,True,NULL,NULL,NULL,NULL,False,2,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q4WmBfRD6rcTSXVZqjKC5Q,Mount Everest Sushi,40.4415916,-79.957276,Pittsburgh,"Pittsburgh, PA",38300,False,average,no,True,NULL,False,1,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IBSePQdC8MwoWdMmoyegnw,Five Star Tavern,36.2037503,-115.242497,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,NULL,NULL,True,False,2,yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZQVljOhaond_-MzZkUTnJw,Crown Station Coffee House & Pub,35.2152178,-80.8281813,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,free,NULL,True,True,1,outdoor,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
umXvdus9LbC6oxtLdXelFQ,Sweets Raku,36.1264269463,-115.209914042,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,average,no,NULL,False,False,2,no,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
3b-jZX9Ms0U9B2Oy_ZmNMA,Sushi Kee,33.3353841,-111.9270761,Tempe,"Phoenix-Mesa-Scottsdale, AZ",38060,True,quiet,free,True,NULL,False,2,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2Jq2XezAoZRkt9uGJtSWtQ,Applebee's,35.0616561,-80.813185,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,False,average,no,True,True,False,2,NULL,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Frbldz6phswVyMNvwherhA,My Thai,40.1130999636,-88.2858967781,Champaign,"Champaign-Urbana, IL",16580,False,quiet,no,True,NULL,False,2,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
_PSBh1_5sjqd0eOJfCpbwA,Dixie's Tavern,35.2277289,-80.837321,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,very_loud,NULL,NULL,False,True,1,yes,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
Xg48Sufuhv5zaMDjTs4pYA,River City Bar & Grille,41.14613,-81.473703,Cuyahoga Falls,"Akron, OH",10420,True,average,NULL,True,True,NULL,2,NULL,False,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
vTch8eXerkbaJbmkmYwCEw,One Six Sky Lounge,36.1079011,-115.0563724,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,NULL,True,True,1,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,False,False,False,False,True,True,True
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,35.2004625,-80.852509,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,loud,free,False,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
ueoRWPGrSoZizl1ngBghqg,Thai Basil Signature,33.595889,-112.255722,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,True,quiet,free,True,NULL,True,2,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QvxBnMcBPP1z_NAIYCqqdA,Haberdish,35.246501,-80.806128,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,free,False,False,True,2,no,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True
0FaN1j1taOB1WbzEjwIp8w,Landmark Tavern & Grille,41.6199896943,-81.4549198032,Mentor On The Lake,"Cleveland-Elyria, OH",17460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ih9my8hp4KqcyBXI9Cyevg,Barrelhouse 34,40.117537,-88.241975,Champaign,"Champaign-Urbana, IL",16580,True,average,no,NULL,False,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7BaDrP0mgyP2GXrEV1_SZA,Entourage Vegas,36.1434565137,-115.14421851,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,NULL,NULL,False,False,2,yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True
xhjcUFkctsRhxC9la2RVgQ,Mardi Gras Bar and Grill,33.466063,-111.906647,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,NULL,NULL,NULL,False,True,False,1,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,True,False,False,False,True,True,False
bFFqpUl8Ix7CYPem9CxpFg,Sakura Sushi & Steakhouse,33.6568431658,-111.932276056,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,True,quiet,no,True,NULL,True,2,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-6e0liTvH5EoB4HuncuQgA,Small Bar Fort Mill,35.0865715,-80.931214,Fort Mill,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,NULL,NULL,True,True,1,outdoor,NULL,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0YA3RpY5KXcezPXcjdfOGQ,Pittsburgh Steak Company,40.428324,-79.978097,Pittsburgh,"Pittsburgh, PA",38300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U9WSyenYX3ddh9Mjjw2NMQ,Thirst & Ten,41.3883276554,-81.8059184936,Cleveland,"Cleveland-Elyria, OH",17460,True,average,NULL,NULL,True,False,2,outdoor,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
G3ZJhlV4fwezcG4wmEF10g,Binion's Poker Room,36.1715474,-115.144279,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,quiet,NULL,NULL,False,False,2,NULL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
wLeu7yI-OKkC5LI_N2sXdA,The Fieldhouse Bar & Eatery,33.320829,-111.755097,Gilbert,"Phoenix-Mesa-Scottsdale, AZ",38060,True,NULL,NULL,NULL,True,False,2,outdoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,False,True,False,False,True,True,False
gXYevYIEOvyrmc7gd35qrg,POPLAR . Tapas Restaurant & Bar,35.233648,-80.838071,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,False,average,free,False,True,True,2,no,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False
rt-EKmn8xpUuWdePYPPcHQ,Sneakers Sports Grill,33.3929999,-111.9146166,Tempe,"Phoenix-Mesa-Scottsdale, AZ",38060,NULL,NULL,NULL,False,True,True,1,outdoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,True,False,False,False,True,True,False
kOkoz7_VLyqyN5UPselqoQ,Red Line Grill,33.6392554,-112.3904521,Surprise,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,True,True,True,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
uJe6qjWPRMgR7QIyZ_zTwQ,Pinnacle Peak Patio,33.7273959088,-111.85555981,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,False,average,no,True,NULL,True,2,NULL,NULL,False,False,False,False,False,False,True,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
VC2TurJlC6DokYu_lHOVSg,Blue Moon,40.4788739,-79.9556425,Pittsburgh,"Pittsburgh, PA",38300,True,loud,free,NULL,True,True,1,yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
IvWOTYU0WAVpo9Jz6asdmg,Toth's Too,41.6994217304,-81.3871412643,Mentor,"Cleveland-Elyria, OH",17460,True,loud,NULL,NULL,True,True,2,outdoor,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SqkJxRXxn7K1s6FxEQhYsw,608 Sports Bar & Restaurant,43.0949117292,-89.3640539423,Madison,"Madison, WI",31540,True,NULL,NULL,True,True,True,2,NULL,True,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZOZjHCQ968dihbIj62TW1Q,Drift Hookah Lounge,40.431673,-79.9234063,Pittsburgh,"Pittsburgh, PA",38300,True,quiet,free,NULL,True,True,2,yes,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mtWFEF2yTAALgBKZPuxkGw,Buffalo Wild Wings,41.5205583,-81.4836884,Lyndhurst,"Cleveland-Elyria, OH",17460,True,average,free,True,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
hZfs4Y_CRlXeQpst1aaE9w,O by Cirque du Soleil,36.1137535788,-115.177231461,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,quiet,NULL,True,False,False,3,no,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
UXXAzmuz2olKSpte9eF4Vw,Moncho's Bar & Grill,41.4504497,-81.6997566,Cleveland,"Cleveland-Elyria, OH",17460,True,average,free,True,NULL,True,2,NULL,NULL,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
l3joBBpkq0ib11dKUpKMAw,Karaoke Q Studio,36.1273078,-115.2243612,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,loud,free,True,True,False,2,no,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True
IKCxhUxfDPOQw9GjT3akHA,Close Quarters Pub,41.508641,-81.982881,Avon Lake,"Cleveland-Elyria, OH",17460,True,quiet,free,False,False,False,1,no,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
T-OuUSSzWgrMCv9TUX3epg,McCoy's Pub & Grille,40.3496348,-79.995693,Pittsburgh,"Pittsburgh, PA",38300,True,average,free,False,False,False,1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
9M3nfP6R4hDU_bvQDbGCOw,Woodshed Lounge,35.2422049,-80.9340475,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,NULL,NULL,True,True,1,outdoor,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CKrUu_6XnRMNsjTPAd1_1g,Craggy Bogland's,41.626763,-81.4270193,Willoughby,"Cleveland-Elyria, OH",17460,True,average,free,True,True,False,1,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
YQ7aMHR1jYu9vtH5hGVoVQ,Scottsdale Comedy Spot Comedy Club,33.4959305,-111.9275633,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,False,average,NULL,False,False,False,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
9wgtfID8mrrd0-oeDpq7Hw,"Queen City Burgers & Crafts, QCBC",35.2256661,-80.8468307,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,no,False,True,True,1,NULL,False,True,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
_QjeZOaIFXNU1AeeCdO_qw,FIVE Nightclub,43.0325925,-89.4069961,Madison,"Madison, WI",31540,True,average,NULL,NULL,True,True,1,outdoor,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
6nO-Ti2PjgVRi3LHIymiyA,Drop Bar,36.0206376479,-115.089541002,Henderson,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,NULL,True,False,2,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True
zN4f3aLeCuIhCTPRH0di-A,Salud Mexican Bistro and Tequileria,36.1423498621,-115.268324353,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,True,True,False,2,no,False,True,True,False,False,False,False,False,True,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C1zlvNlxlGZB8g0162QslQ,Rhythm and Wine,33.6967639,-111.9160717,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,no,False,True,True,2,outdoor,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ORNb79LPI1lZLMo60jsDYQ,The Beatles Revolution Lounge,36.1212022371,-115.174183846,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,very_loud,NULL,NULL,False,False,2,yes,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
c8XVH6Q_0bmMoPHLy_HKCw,Barry Manilow at Paris Las Vegas,36.128561,-115.1711298,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
frBAaI0FRj1BwnToT1AFZA,Rouge,36.1024166998,-115.169428269,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,loud,free,NULL,True,False,2,yes,False,False,False,False,False,False,False,True,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ig8QyruudPG6U0uiIQySdA,Sonny's Saloon & Casino,36.1268572061,-115.176786901,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-PUPEpMsjBjk_rX5lFaWng,Pesto's,33.3211773,-111.8749069,Chandler,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,True,True,False,2,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
d8Ihhpdz4OYJZ_qbFR8hIQ,O'Toole's Pub and Restaurant,41.485026,-81.786968,Lakewood,"Cleveland-Elyria, OH",17460,True,average,free,False,True,False,2,no,False,False,False,True,False,False,False,False,False,False,False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fr3Dz0_fOSGBroXEUF9BiA,Madison's,43.0745303938,-89.3805308097,Madison,"Madison, WI",31540,True,average,free,False,True,True,2,no,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
xsS-jwklg3dA2ZzR4-acDA,Wicked Vicky Tavern,36.1362609863,-115.161155701,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,NULL,NULL,True,False,2,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
RBkzPjOduojmA3nvdBsnRg,Dotty's,36.1221094766,-115.2434549,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pffzrq6HjCCXx1gBMDJieA,The Shore Club,35.0366891,-81.0219146,Tega Cay,"Charlotte-Concord-Gastonia, NC-SC",16740,True,loud,no,True,NULL,True,2,NULL,NULL,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bx7SDDMr5Y278PFIy0nsmQ,Zipps Sports Grill,33.3351684,-111.7851645,Gilbert,"Phoenix-Mesa-Scottsdale, AZ",38060,True,loud,free,True,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
-zEpEmDfFQL-ph0N3BDlXA,Sakanaya Restaurant,40.110113,-88.233218,Champaign,"Champaign-Urbana, IL",16580,False,average,no,True,NULL,False,2,NULL,NULL,False,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
XSC5ZEVeCsqNa-skiuUwOA,Beacher's Madhouse,36.1022213919,-115.169964828,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,very_loud,NULL,False,False,False,3,yes,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
6MIWAI3CX2HfGZhmWPHcDw,Blue Water Restaurant & Sports Bar,36.0162554,-115.1187329,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,no,False,True,True,2,outdoor,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
brxyBm2fBinYvQfxcmQBhg,White Eagle,40.428081,-79.972942,Pittsburgh,"Pittsburgh, PA",38300,True,NULL,NULL,NULL,True,False,1,NULL,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
wdLDTuAxZy2GY5NaQQ6GHQ,Stadium Saloon,36.0922367,-115.041859,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,NULL,True,False,1,yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
lbkBZdMyXUQvu5brt-HiVA,Cover Girls Gentlemen's Club & Steakhouse,36.1290784,-115.188491,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,False,True,False,3,yes,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False
pYeQ80rPttM6KzMQ3MXE8g,Nied's Hotel,40.4833631,-79.9498361,Pittsburgh,"Pittsburgh, PA",38300,True,loud,no,False,True,False,1,outdoor,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False
WxpAlLUqOPZkbU8N7FfW7Q,Champion Field,33.6396856,-111.8915244,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,True,True,True,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FZNCTP213Gov0PafEE2kUw,Silverado Dance Hall,36.0354471394,-115.024978384,Henderson,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,NULL,False,False,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1vfRrlnNnNJ5boOVghMPA,Red Ginseng Narita Sushi & BBQ,36.2812952069,-115.286736503,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,no,True,NULL,False,2,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
j4yy849UTOiLe7VVnBCwnQ,Buffalo Wild Wings,41.3570754,-81.3890812,Aurora,"Cleveland-Elyria, OH",17460,True,very_loud,free,True,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
xd94CG9wqwLQvPsrSC1l9A,Next Door Brewing Company,43.093665,-89.345698,Madison,"Madison, WI",31540,True,average,free,True,NULL,True,2,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2yPA4LfSizfZj9mcPiowWg,Liquid,35.4480801,-80.8901594,Cornelius,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,no,NULL,True,True,2,yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ffjSEcRA0AwlOT2IwxM7VA,Hurricane Bay,33.638685,-112.1476425,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,False,very_loud,NULL,NULL,True,False,2,outdoor,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
wObEUSa8S-1o21dNxcQqVQ,Cu Copper,35.2015373204,-80.843914208,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,NULL,NULL,True,False,2,NULL,False,False,False,False,False,False,False,False,True,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
hFT3HuxVZJb1uYEsYfp-0A,Blaqcat Ultra Hookah Lounge,36.1597422739,-115.23273812,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,False,True,True,2,yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
uGzxwS3Q6QuyFw2ZnDvw0w,JackBeagles,35.2474328,-80.8054985,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,free,False,True,True,1,outdoor,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Rj-7ymdw8aNZBRqGRAjR3Q,El Segundo Sol,36.1275122369,-115.168868991,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,no,True,True,True,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
ZTg8adZipR3QDoJmFZZqJw,Yard House,41.4611317195,-81.9515731776,Westlake,"Cleveland-Elyria, OH",17460,True,loud,free,True,True,True,2,no,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
fJaMLu7ApaguE8tLmGR-jw,Oasis Crossroads Bar & Grill,33.4667019675,-112.168034054,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,False,True,False,1,outdoor,True,False,False,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
nl3I7aONnF4wHrY2SIhAIA,PVP  Zone,36.1597364,-115.2301171,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
